,ENGLISHNAME,CHINESENAME,CLASS,TYPE,EASTING,NORTHING,E_ADDRESS,C_ADDRESS,Sources
35269,St. Paul's College Chapel (The Bishop's Chapel),主教府聖保羅書院小聖堂,REM,CHU,834121,815679,"The Bishop's House, Central District, HK",香港中環會督府,GeoCom
35270,Western District Peace Evangelical Church,西環平安福音堂,REM,CHU,832409,816409,"Fu Moon Building, Sai Wan, HK",香港西環富滿大廈,GeoCom
35271,"Chinese Rhenish Church, Hong Kong",中華基督教禮賢會香港堂,REM,CHU,832531,816123,"Chinese Rhenish Church, Hong Kong, Mid-Levels, HK",香港半山區中華基督教禮賢會香港堂,GeoCom
35272,Sheung Wan Baptist Church,上環浸信會,REM,CHU,833564,816300,"Tung Lee Commercial Building, Sheung Wan, HK",香港上環東利商業大廈,GeoCom
35273,Church of the Saviour (Methodist),循道衛理聯合教會救主堂,REM,CHU,832015,816355,"Sang Cheong Building, Shek Tong Tsui, HK",香港石塘咀生昌大廈,GeoCom
35274,"Pentecostal Mission, Hong Kong and Kowloon-Pentecostal Tabernacle (Hong Kong)",港九五旬節會五旬節堂(香港),REM,CHU,833518,815906,"Pentecostal Tabernacle, Central District, HK",香港中環港九五旬節會五旬節堂,GeoCom
35275,The Church of Christ in China Man Lam Christian Church Aberdeen Branch Church,中華基督教會香港閩南堂香港仔堂,REM,CHU,834073,812125,"On Tai Building, Aberdeen, HK",香港香港仔安泰大廈,GeoCom
35440,The Hong Kong Jockey Club Pokfulam Public Riding School,香港賽馬會薄扶林公眾騎術學校,SCH,MIS,832030,813821,"The Hong Kong Jockey Club Pokfulam Public Riding School, Pok Fu Lam, HK",香港薄扶林香港賽馬會薄扶林公眾騎術學校,GeoCom
35445,Hong Kong Academy of Medicine,香港醫學專科學院,SCH,VTI,835723,812448,"Hong Kong Academy of Medicine Jockey Club Building, Wong Chuk Hang, HK",香港黃竹坑香港醫學專科學院賽馬會大樓,GeoCom
35446,Auxiliary Medical Service Cheung Chau Training Centre,醫療輔助隊長洲訓練中心,SCH,VTI,821158,807783,"Auxiliary Medical Service Cheung Chau Training Centre, Cheung Chau, NT",新界長洲醫療輔助隊長洲訓練中心,GeoCom
35447,Construction Industry Council Training Academy Kowloon Bay Training Centre,建造業議會訓練學院九龍灣訓練中心,SCH,VTI,840063,820029,"Construction Industry Council Kowloon Bay Training Centre, Kowloon Bay, KLN",九龍九龍灣建造業議會九龍灣訓練中心,GeoCom
35448,Daughters of Charity of The Canossian Institute - Bakhita Canossian Convent,嘉諾撒仁愛女修會-嘉諾撒柏姬達修院,REM,MON,833807,815737,"Daughters of Charity of The Canossian Institute - Bakhita Canossian Convent, Central District, HK",香港中環嘉諾撒仁愛女修會-嘉諾撒柏姬達修院,GeoCom
35449,Daughters of Charity of The Canossian Institute - Canossian Convent,嘉諾撒仁愛女修會-嘉諾撒修院,REM,MON,833770,815720,"Daughters of Charity of The Canossian Institute - Canossian Convent, Central District, HK",香港中環嘉諾撒仁愛女修會-嘉諾撒修院,GeoCom
35452,,天主教聖家小堂,REM,CHU,816809,806350,,新界石鼓洲天主教聖家小堂,GeoCom
35453,The Church of Christ in China Hong Kong Hop Yat Church (Hong Kong Church),中華基督教會合一堂香港堂,REM,CHU,833220,816055,"The Church of Christ in China Hong Kong Hop Yat Church (Hong Kong Church), Mid-Levels, HK",香港半山區中華基督教會合一堂香港堂,GeoCom
35454,Heep Yunn School Chapel,協恩中學小禮拜堂,REM,CHU,837226,820314,"Heep Yunn School, Kowloon City, KLN",九龍九龍城協恩中學,GeoCom
35455,Kwun Tong Peace Evangelical Church,觀塘平安福音堂,REM,CHU,840442,819336,"MG Tower, Kwun Tong, KLN",九龍觀塘萬兆豐中心,GeoCom
35456,The Evangelical Lutheran Church of Hong Kong Ling On Lutheran Church,基督教香港信義會靈安堂,REM,CHU,840442,819336,"MG Tower, Kwun Tong, KLN",九龍觀塘萬兆豐中心,GeoCom
35457,St. Joseph's Church,聖若瑟堂,REM,CHU,839740,821327,"St. Joseph's Anglo-Chinese Primary School, Ngau Chi Wan, KLN",九龍牛池灣聖若瑟英文小學,GeoCom
35458,Shun On Baptist Gospel Church,順安浸信會福音堂,REM,CHU,841372,821141,"On Chung House, Kwun Tong, KLN",九龍觀塘安頌樓,GeoCom
35459,The Mission Covenant Church Richland Church,基督教聖約教會麗晶堂,REM,CHU,839461,821118,"Richland Gardens Block 21, Kowloon Bay, KLN",九龍九龍灣麗晶花園第二十一座,GeoCom
35460,Hong Kong and Macau Lutheran Thanksgiving Church,港澳信義會堂感恩堂,REM,CHU,840200,819973,"Wing Ying Building, Ngau Tau Kok, KLN",九龍牛頭角永英樓,GeoCom
35461,St. Philip Lutheran Church,路德會聖腓力堂,REM,CHU,841640,819540,"Tsui On House, Kwun Tong, KLN",九龍觀塘翠桉樓,GeoCom
35462,Sheng Kung Hui Kei Lok Church,聖公會基樂堂,REM,CHU,839285,821096,"Sheng Kung Hui Kowloon Bay Kei Lok Primary School, Kowloon Bay, KLN",九龍九龍灣聖公會九龍灣基樂小學,GeoCom
35463,Holy Trinity Lutheran Church,路德會聖三一堂,REM,CHU,840878,819513,"Kwung Tong Lutheran College, Kwun Tong, KLN",九龍觀塘路德會官塘書院,GeoCom
35464,Wing Yan Baptist Church Chapel,榮恩浸信會福音堂,REM,CHU,841158,819226,"Wing Cheung Industrial Building, Kwun Tong, KLN",九龍觀塘榮昌工業大廈,GeoCom
35465,Shun Tin Baptist Church,順天浸信會,REM,CHU,841353,820794,"Shun Tin Estate, Kwun Tong, KLN",九龍觀塘順天邨,GeoCom
35466,St. Matthew's Lutheran Church,路德會聖馬太堂,REM,CHU,842104,819754,"St. Matthew's Lutheran School (S.M.P.), Sau Mau Ping, KLN",九龍秀茂坪路德會聖馬太學校（秀茂坪）,GeoCom
35467,Lutheran Tin Hong Church,粵南信義會天康堂,REM,CHU,839680,821202,"Kai Ning House, Kowloon Bay, KLN",九龍九龍灣啓寧樓,GeoCom
35468,Evangelical Free Church of China Shun On Church,中國基督教播道會順安堂,REM,CHU,841265,821025,"Carmel Leung Sing Tak School, Kwun Tong, KLN",九龍觀塘迦密梁省德學校,GeoCom
35469,Faith and Grace Evangelical Church,基督教會信恩福音堂,REM,CHU,840417,819710,"Yen Hau Mansion, Ngau Tau Kok, KLN",九龍牛頭角仁厚大廈,GeoCom
35470,Christian and Missionary Alliance Ngau Tau Kok Church,基督教宣道會牛頭角堂,REM,CHU,840417,819710,"Yen Hau Mansion, Ngau Tau Kok, KLN",九龍牛頭角仁厚大廈,GeoCom
35472,Wo Lok Baptist Church,和樂浸信會,REM,CHU,839439,821114,"CHRISTIAN LITTLE ANGEL KG RICHLAND GDN, Kowloon Bay, KLN",九龍九龍灣基督教小天使(麗晶)幼稚園,GeoCom
35473,Christian and Missionary Alliance Shium Ay Church,基督教宣道會信愛堂,REM,CHU,839793,820395,"Telford House, Kowloon Bay, KLN",九龍九龍灣德福大廈,GeoCom
35474,Hong Kong Bethel Church Yan Kwong Bethel Church,香港伯特利教會恩光堂,REM,CHU,841354,819099,"Legend Tower, Kwun Tong, KLN",九龍觀塘寧晉中心,GeoCom
35475,Kowloon City Evangelical Church-Tak Bo Church,九龍城福音堂-得寶堂,REM,CHU,840141,820883,"Tak Bo Garden, Ngau Tau Kok, KLN",九龍牛頭角得寶花園,GeoCom
35476,Kowloon Bay Peace Evangelical Church,九龍灣平安福音堂,REM,CHU,840141,820883,"Tak Bo Garden Block B, Ngau Tau Kok, KLN",九龍牛頭角得寶花園B座,GeoCom
35477,Christian and Missionary Alliance Fu Shan Church,基督教宣道會富山堂,REM,CHU,840141,820883,"Tak Bo Garden Block B, Ngau Tau Kok, KLN",九龍牛頭角得寶花園B座,GeoCom
35478,Ngau Tau Kok Baptist Church,牛頭角浸信會,REM,CHU,840114,820855,"Tak Bo Garden Block A, Ngau Tau Kok, KLN",九龍牛頭角得寶花園A座,GeoCom
35479,Christian and Missionary Alliance Kwun Tong Church,基督教宣道會觀塘堂,REM,CHU,840256,819877,"Park Mansion, Ngau Tau Kok, KLN",九龍牛頭角百富閣,GeoCom
35480,Pentecostal Church of Hong Kong Sau Mau Ping Chapel,竹園區神召會秀茂坪堂,REM,CHU,842059,819700,"Sau On House, Sau Mau Ping, KLN",九龍秀茂坪秀安樓,GeoCom
35481,Ngau Tau Kok Emmanuel Church,牛頭角靈光堂,REM,CHU,840141,820883,"Tak Bo Garden Block B, Ngau Tau Kok, KLN",九龍牛頭角得寶花園B座,GeoCom
35482,Ngau Tau Kok Swatow Baptist Church,牛頭角潮語浸信會,REM,CHU,840299,819777,"On Yin Building, Ngau Tau Kok, KLN",九龍牛頭角安賢樓,GeoCom
35483,Christian Gospel Church of Love Kwun Tong Church,神召會仁愛福音教會觀塘堂,REM,CHU,840254,819928,"On Tak Building, Ngau Tau Kok, KLN",九龍牛頭角安德大廈,GeoCom
35484,Pentecostal Holiness Church Chinese Conference - Ka Fook Pentecostal Holiness Church,五旬節聖潔會華人區會-五旬節聖潔會迦福堂,REM,CHU,840748,819317,"Hung To Centre, Kwun Tong, KLN",九龍觀塘鴻圖中心,GeoCom
35485,Redemption Lutheran Church,路德會救恩堂,REM,CHU,838340,822448,"Redemption Lutheran Church, Wong Tai Sin, KLN",九龍黃大仙路德會救恩堂,GeoCom
35486,Brotherly Love Swatow Baptist Church,博愛潮語浸信會,REM,CHU,838913,823065,"Kellie Mansion, Tsz Wan Shan, KLN",九龍慈雲山嘉喜大廈,GeoCom
35487,Chinese Evangelical Zion Church Tsz Wan Shan Zion Church,中華錫安傳道會慈雲山錫安堂,REM,CHU,838896,823237,"Tsz Man Estate, Tsz Wan Shan, KLN",九龍慈雲山慈民邨,GeoCom
35488,Christian Nationals' Evangelism Commission Firm Faith Church,中華傳道會堅信堂,REM,CHU,838417,822963,"Wing Shing House, Wong Tai Sin, KLN",九龍黃大仙永成樓,GeoCom
35489,Evangelical Free Church of China Elim Church,中國基督教播道會甘泉堂,REM,CHU,838472,822892,"On Hong Mansion, Wong Tai Sin, KLN",九龍黃大仙安康大廈,GeoCom
35490,The Church of Christ in China Kam Kong Memorial Church,中華基督教會錦江紀念禮拜堂,REM,CHU,837983,822146,"The Church of Christ in China Kam Kong Memorial Church, Wong Tai Sin, KLN",九龍黃大仙中華基督教會錦江紀念禮拜堂,GeoCom
35491,Fu Shan Peace Evangelical Church,富山平安福音堂,REM,CHU,839544,822573,"Fu Shan Estate, Ngau Chi Wan, KLN",九龍牛池灣富山邨,GeoCom
35492,Apostolic Faith Church of Hong Kong Limited,基督教使徒信心會,REM,CHU,837332,822275,"Wang Yat House, Wang Tau Hom, KLN",九龍橫頭磡宏逸樓,GeoCom
35493,Evangelical Free Church of China Choi Fook Church,中國基督教播道會彩福堂,REM,CHU,840114,821554,"Cheung Bor House, Ngau Chi Wan, KLN",九龍牛池灣長波樓,GeoCom
35494,Pentecostal Holiness Church Wing Kwong Conference - Lok Fu Wing Kwong Pentecostal Holiness Church,五旬節聖潔會永光區會-五旬節聖潔會樂富永光堂,REM,CHU,837569,821887,"Pentecostal Holiness Church Wing Kwong Conference - Lok Fu Wing Kwong Pentecostal Holiness Church, Wong Tai Sin, KLN",九龍黃大仙五旬節聖潔會永光區會-五旬節聖潔會樂富永光堂,GeoCom
35495,Chui Chuk Peace Evangelical Church,翠竹平安福音堂,REM,CHU,837508,822938,"Chui Chuk Peace Evangelical Church, Wong Tai Sin, KLN",九龍黃大仙翠竹平安福音堂,GeoCom
35496,Tse Wan Shan Swatow Christian Church,基督教慈雲山潮人生命堂,REM,CHU,838366,822723,"On Lee Building, Wong Tai Sin, KLN",九龍黃大仙安利大廈,GeoCom
35497,Christian Evangelical Centre-Ci En Church,基督教佈道中心-慈恩堂,REM,CHU,837317,821900,"Lok Him House, Wang Tau Hom, KLN",九龍橫頭磡樂謙樓,GeoCom
35498,Evangelize China Fellowship Kowloon Bay Maan Shin Church,基督教中國佈道會九龍灣萬善堂,REM,CHU,839060,823168,"Tsz Hong Estate, Tsz Wan Shan, KLN",九龍慈雲山慈康邨,GeoCom
35499,Sheng Kung Hui Kindly Light Church,聖公會慈光堂,REM,CHU,839010,823063,"Sheng Kung Hui Kindly Light Church Bradbury Centre, Tsz Wan Shan, KLN",九龍慈雲山聖公會慈光堂白普理中心,GeoCom
35500,Pentecostal Holiness Church Hong Kong Conference - Ling Kwong Pentecostal Holiness Church,五旬節聖潔會香港區會-五旬節聖潔會靈光堂,REM,CHU,838287,822721,"Cheng Fung Mansion, Wong Tai Sin, KLN",九龍黃大仙正鳳樓,GeoCom
35501,Hong Kong and Macau Lutheran Hsin En Church,港澳信義會信恩堂,REM,CHU,838449,822365,"Shek On Building, Wong Tai Sin, KLN",九龍黃大仙錫安樓,GeoCom
35502,Mother of Good Counsel Church,善導之母堂,REM,CHU,838164,821557,"San Po Kong, KLN",九龍新蒲崗,GeoCom
35503,The Church of Christ in China Ling Tung Church,中華基督教會嶺東堂,REM,CHU,839332,821887,"Ngau Chi Wan, KLN",九龍牛池灣,GeoCom
35504,Grace Methodist Church,循道衛理聯合教會主恩堂,REM,CHU,837237,822790,"Tin Wang Court, Wong Tai Sin, KLN",九龍黃大仙天宏苑,GeoCom
35505,Elim Lutheran Church,路德會以琳堂,REM,CHU,838918,821929,"Rhythm Garden, San Po Kong, KLN",九龍新蒲崗采頤花園,GeoCom
35506,Christian and Missionary Alliance Simpson Church,基督教宣道會宣信堂,REM,CHU,838493,822809,"Po Fat Building, Wong Tai Sin, KLN",九龍黃大仙寶發大廈,GeoCom
35507,Choi Ping Baptist Church,彩坪浸信會,REM,CHU,839508,821945,"Fortune Garden, Ngau Chi Wan, KLN",九龍牛池灣怡發花園,GeoCom
35508,"Chinese Rhenish Church, Choi Wan",中華基督教禮賢會彩雲堂,REM,CHU,840080,821778,"Home Affairs Department Choi Wan Estate Community Centre, Ngau Chi Wan, KLN",九龍牛池灣民政事務總署彩雲社區中心,GeoCom
35509,Kowloon City Baptist Church Kai Fuk Chapel,九龍城浸信會啟福福音堂,REM,CHU,839409,821653,"Chi Mei House, Ngau Chi Wan, KLN",九龍牛池灣紫薇樓,GeoCom
35510,Pentecostal Church of Hong Kong Chuk Yuen Church,竹園區神召會竹園堂,REM,CHU,838530,822871,"Assembly of God Morrison College, Wong Tai Sin, KLN",九龍黃大仙神召會馬理信書院,GeoCom
35511,Pentecostal Holiness Church Wing Kwong Conference - Lok Fu Wing Kwong Pentecostal Holiness Church (Branch),五旬節聖潔會永光區會-五旬節聖潔會樂富永光堂(分堂),REM,CHU,837544,822536,"Pentecostal Holiness Church Wing Kwong College, Wang Tau Hom, KLN",九龍橫頭磡五旬節聖潔會永光書院,GeoCom
35512,Tsz Oi Baptist Church,慈愛浸信會,REM,CHU,838660,823564,"Ching Tak House, Tsz Wan Shan, KLN",九龍慈雲山正德樓,GeoCom
35513,Chuk Yuen Baptist Church,竹園浸信會,REM,CHU,837594,822844,"Chuk Yuen (South) Estate, Wong Tai Sin, KLN",九龍黃大仙竹園南邨,GeoCom
35514,Christian and Missionary Alliance Lok Fu Church,基督教宣道會樂富堂,REM,CHU,837408,821839,"Kam Kwok Building, Wang Tau Hom, KLN",九龍橫頭磡金國大廈,GeoCom
35515,The San Po Kong Swatow Christian Church,基督教新蒲崗潮人生命堂,REM,CHU,838206,821737,"Shung Ling Building, San Po Kong, KLN",九龍新蒲崗崇齡大廈,GeoCom
35516,Diamond Hill Baptist Church,鑽石山浸信會,REM,CHU,838926,822459,"Diamond Hill Baptist Church, Diamond Hill, KLN",九龍鑽石山鑽石山浸信會,GeoCom
35517,Jireh Baptist Church,以勒浸信會,REM,CHU,838287,822721,"Cheng Fung Mansion, Wong Tai Sin, KLN",九龍黃大仙正鳳樓,GeoCom
35518,Brotherly Love Swatow Baptist Church Tung Tau Chapel,博愛潮語浸信會東頭堂,REM,CHU,837910,821859,"Chun Tung House, Wong Tai Sin, KLN",九龍黃大仙振東樓,GeoCom
35519,The Pentecostal Church of God - Antioch Church,上帝五旬節會-安提阿堂,REM,CHU,838166,821674,"The Standard Chartered Bank Building, San Po Kong, San Po Kong, KLN",九龍新蒲崗新蒲崗渣打銀行大廈,GeoCom
35520,"Chinese Rhenish Church, Tsz Wan Shan",中華基督教禮賢會慈雲山堂,REM,CHU,838676,822895,"Rhenish Church Grace School, Diamond Hill, KLN",九龍鑽石山禮賢會恩慈學校,GeoCom
35521,First Assembly of God Church Tsz Wan Shan Branch,神召會禮拜堂慈雲山喜信堂,REM,CHU,838420,822977,"Wing Shing House, Wong Tai Sin, KLN",九龍黃大仙永成樓,GeoCom
35522,Victory Avenue Swatow Baptist Church (Praising Paradise),勝利道潮語浸信會讚頌之園,REM,CHU,839503,822336,"Hostel and Hall, Ngau Chi Wan, KLN",九龍牛池灣宿舍及禮堂,GeoCom
35523,Kowloon Tong Church of the Chinese Christian and Missionary Alliance Chuk Yuen Church,香港九龍塘基督教中華宣道會竹園堂,REM,CHU,838110,823107,"Toa Yuen House, Wong Tai Sin, KLN",九龍黃大仙桃園樓,GeoCom
35524,Brotherly Love Swatow Baptist Church Fung Tak Chapel,博愛潮語浸信會鳳德堂,REM,CHU,838776,822864,"Pik Fung House, Diamond Hill, KLN",九龍鑽石山碧鳳樓,GeoCom
35525,Christian Church of Living Faith-Shun Yan Church,基督教信生會信恩堂,REM,CHU,838841,823239,"Tsz On Court, Tsz Wan Shan, KLN",九龍慈雲山慈安苑,GeoCom
35526,Pentecostal Church of Hong Kong (Gospel Centre of Chuk Yuen Church),竹園區神召會慈鳳佈道所(竹園堂福音聚會點),REM,CHU,838776,822864,"Pik Fung House, Diamond Hill, KLN",九龍鑽石山碧鳳樓,GeoCom
35527,Kowloon City Baptist Church,九龍城浸信會,REM,CHU,837191,820618,"Kowloon City Baptist Church, Kowloon City, KLN",九龍九龍城九龍城浸信會,GeoCom
35528,Evangelical Free Church of China San Po Kong Church,中國基督教播道會新福堂,REM,CHU,838167,821671,"The Standard Chartered Bank Building, San Po Kong, San Po Kong, KLN",九龍新蒲崗新蒲崗渣打銀行大廈,GeoCom
35529,Hong Kong Lutheran Church for the Deaf,路德會香港聾人堂,REM,CHU,837494,822478,"Wang Hau House, Wang Tau Hom, KLN",九龍橫頭磡宏孝樓,GeoCom
35530,Christian Nationals' Evangelism Commission Melrose Christian Church,中華傳道會牧幼堂,REM,CHU,841354,819099,"Legend Tower, Kwun Tong, KLN",九龍觀塘寧晉中心,GeoCom
35531,Evangelical Free Church of China Glorious Grace Church,中國基督教播道會顯恩堂,REM,CHU,839391,822374,"Chun Tok School, Diamond Hill, KLN",九龍鑽石山真鐸學校,GeoCom
35532,Conservative Baptist Yiu Ki Church,浸信宣道會耀基堂,REM,CHU,838172,822970,"Mui Yuen House, Wong Tai Sin, KLN",九龍黃大仙梅園樓,GeoCom
35533,Evangelical Free Church of China Woot Oi Church,中國基督教播道會活愛堂,REM,CHU,837294,820697,"Evangel Hospital, Kowloon City, KLN",九龍九龍城播道醫院,GeoCom
35534,Kowloon Tong Church of the Chinese Christian and Missionary Alliance the Christian Alliance College Church,香港九龍塘基督教中華宣道會宣中堂,REM,CHU,837332,820648,"Christian Alliance P.C. Lau Memorial International School (Secondary Section), Kowloon City, KLN",九龍九龍城宣道會劉平齋紀念國際學校(中學部),GeoCom
35535,Emmanuel Chinese Church,靈光中文堂,REM,CHU,837409,820565,"Emmanuel Primary School, Kowloon, Kowloon City, KLN",九龍九龍城九龍靈光小學,GeoCom
35536,Emmanuel English Church,靈光英文堂,REM,CHU,837424,820591,"Emmanuel Medical Mission, Kowloon City, KLN",九龍九龍城靈光醫務所,GeoCom
35537,The Conference of Grace Mennonite Church,基督教門諾會信恩堂,REM,CHU,834887,820162,"Kamga Mansion, Tai Kok Tsui, KLN",九龍大角咀金基大樓,GeoCom
35538,Morning Star Lutheran Church,路德會晨星堂,REM,CHU,832932,816571,"Tai Hing Building, Sai Ying Pun, HK",香港西營盤大興大廈,GeoCom
